query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
Create a therapeutic nutritional plan for kidney stones based on the Food Composition Table.,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,1,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with kidney stones adjust their meal plan to improve magnesium absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
Design a dietary intervention for improving vitamin D status in osteoporosis.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,Mistral,True,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,3,Mistral,False,,"['glucose', 'hba1c']",False,13
Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,3,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,14
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,1,TinyLlama,True,,"['ferritin', 'iron']",True,12
How should a patient with type 2 diabetes adjust their nutritional plan to improve magnesium absorption?,therapy,2,Mistral,False,,"['glucose', 'hba1c']",False,16
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,11
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with iron-deficiency anemia adjust their meal plan to improve magnesium absorption?,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,15
Create a therapeutic nutritional plan for osteoporosis based on the Food Composition Table.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,13
How should a patient with osteoporosis adjust their nutritional plan to improve magnesium absorption?,therapy,4,TinyLlama,False,,"['calcium', 'vitamin_d']",True,14
Design a dietary intervention for improving magnesium status in osteoporosis.,therapy,2,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,2,Mistral,True,,[],False,14
Create a therapeutic meal plan for celiac disease based on the Food Composition Table.,therapy,5,Mistral,False,,[],True,14
How should a patient with type 2 diabetes adjust their nutritional plan to improve magnesium absorption?,therapy,4,Mistral,True,,"['glucose', 'hba1c']",True,16
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
Design a dietary intervention for improving calcium status in type 2 diabetes.,therapy,3,Mistral,True,,"['glucose', 'hba1c']",False,12
Design a dietary intervention for improving vitamin D status in iron-deficiency anemia.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,12
How should a patient with kidney stones adjust their nutritional plan to improve vitamin D absorption?,therapy,4,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,16
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Design a dietary intervention for improving zinc status in iron-deficiency anemia.,therapy,2,Mistral,True,,"['ferritin', 'iron']",True,11
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,5,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Design a dietary intervention for improving zinc status in kidney stones.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
How should a patient with type 2 diabetes adjust their meal plan to improve vitamin D absorption?,therapy,1,TinyLlama,False,,"['glucose', 'hba1c']",False,17
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,13
Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,2,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,14
How should a patient with celiac disease adjust their meal plan to improve magnesium absorption?,therapy,3,TinyLlama,False,,[],False,15
Design a dietary intervention for improving magnesium status in celiac disease.,therapy,3,TinyLlama,True,,[],False,11
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,TinyLlama,True,,"['ferritin', 'iron']",True,11
Create a therapeutic meal plan for celiac disease based on the Food Composition Table.,therapy,4,Mistral,True,,[],True,14
How should a patient with celiac disease adjust their meal plan to improve vitamin D absorption?,therapy,4,Mistral,True,,[],True,16
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,1,TinyLlama,False,,[],False,11
Design a dietary intervention for improving magnesium status in iron-deficiency anemia.,therapy,4,TinyLlama,False,,"['ferritin', 'iron']",True,11
Create a therapeutic nutritional plan for osteoporosis based on the Food Composition Table.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,13
How should a patient with kidney stones adjust their meal plan to improve calcium absorption?,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,4,TinyLlama,True,,"['ferritin', 'iron']",True,12
Create a therapeutic nutritional plan for osteoporosis based on the Food Composition Table.,therapy,1,Mistral,True,,"['calcium', 'vitamin_d']",True,13
Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,14
Design a dietary intervention for improving zinc status in iron-deficiency anemia.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,11
Design a dietary intervention for improving vitamin D status in type 2 diabetes.,therapy,1,TinyLlama,True,,"['glucose', 'hba1c']",False,13
Create a therapeutic meal plan for osteoporosis based on the Food Composition Table.,therapy,2,TinyLlama,False,,"['calcium', 'vitamin_d']",True,13
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,1,Mistral,True,,"['ferritin', 'iron']",True,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,TinyLlama,True,,"['ferritin', 'iron']",True,11
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,TinyLlama,False,,[],False,12
Create a therapeutic nutritional plan for type 2 diabetes based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['glucose', 'hba1c']",True,15
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,2,Mistral,False,,[],False,11
Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,14
Design a dietary intervention for improving zinc status in osteoporosis.,therapy,2,TinyLlama,False,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,Mistral,True,,"['glucose', 'hba1c']",True,13
Design a dietary intervention for improving magnesium status in type 2 diabetes.,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,12
Design a dietary intervention for improving calcium status in iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
Create a therapeutic meal plan for osteoporosis based on the Food Composition Table.,therapy,1,TinyLlama,False,,"['calcium', 'vitamin_d']",True,13
Design a dietary intervention for improving vitamin D status in type 2 diabetes.,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,13
How should a patient with type 2 diabetes adjust their nutritional plan to improve vitamin D absorption?,therapy,1,TinyLlama,True,,"['glucose', 'hba1c']",False,17
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,1,TinyLlama,False,,[],False,12
How should a patient with celiac disease adjust their nutritional plan to improve magnesium absorption?,therapy,4,Mistral,False,,[],True,15
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,12
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,True,,[],True,12
How should a patient with celiac disease adjust their meal plan to improve vitamin D absorption?,therapy,5,TinyLlama,False,,[],True,16
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
How does iron affect metabolic pathways in the human body?,general,1,TinyLlama,True,,[],False,10
How does magnesium affect metabolic pathways in the human body?,general,3,Mistral,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,False,,[],False,11
Describe the biochemical mechanisms of iron absorption.,general,4,Mistral,False,,[],False,7
What is the role of phytates in human biochemistry?,general,5,TinyLlama,False,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,1,TinyLlama,True,,[],False,10
Describe the biochemical mechanisms of iron absorption.,general,1,TinyLlama,True,,[],False,7
What is the role of phytates in human biochemistry?,general,3,Mistral,True,,[],False,9
How does iron affect metabolic pathways in the human body?,general,5,Mistral,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
How does zinc affect metabolic pathways in the human body?,general,5,TinyLlama,False,,[],False,10
What is the role of phytates in human biochemistry?,general,3,Mistral,False,,[],False,9
What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,5,Mistral,True,,[],False,10
